ma_san_pham,ten_san_pham,avg_so_sao,total_positive,total_negative,most_popular_positive_word,most_popular_negative_word
422209094,Tinh Chất The Lab Dưỡng Ẩm Chuyên Sâu Cho Da 30ml,5.0,13,1,tốt,thất_vọng
422209198,[Mini] Sữa Rửa Mặt CeraVe Cho Da Thường Đến Khô 20ml,5.0,2,0,tốt,
422209262,Combo Cocoon Tẩy Da Chết Cho Mặt & Toàn Thân Từ Cà Phê Đắk Lắk (200ml+150ml),4.769230769230769,1,0,hiệu_quả,
422209296,Nước Tẩy Trang Hada Labo Sạch Sâu Dưỡng Sáng 240ml,4.0,1,0,chất_lượng,
422209322,Sữa Rửa Mặt Cetaphil Dịu Lành Cho Da Nhạy Cảm 500ml (Mới),4.5,3,0,thích,
422209420,Kem Chống Nắng Cocoon Bí Đao Quang Phổ Rộng 50ml,4.333333333333333,4,1,tốt,khó_chịu
422209427,Mặt Nạ Mediheal Collagen Ngăn Ngừa Lão Hóa Da 24ml,4.0,0,0,,
422209443,Mặt Nạ Ngủ Môi Mediheal 10ml,4.6,11,0,ổn,
422209444,Tẩy Tế Bào Chết Môi Mediheal 10ml,3.9444444444444446,9,3,tốt,không_hợp
422209605,"Combo 10 Mặt Nạ BNBG Tràm Trà Thải Độc Da, Giảm Mụn 30ml",5.0,3,0,thích,
422209635,Combo 10 Mặt Nạ Foodaholic Hyaluronic Acid Cấp Ẩm Đa Tầng 23mlx10,4.5,3,0,tốt,
422209636,Combo 10 Mặt Nạ Foodaholic Arbutin Dưỡng Sáng Da 23mlx10,5.0,2,0,tốt,
422209663,Combo 2 Kem Dưỡng Ẩm Neutrogena Cấp Nước Cho Da Dầu 15g,4.636363636363637,12,1,tốt,khó_chịu
422209671,Nước Tẩy Trang Simple Làm Sạch Trang Điểm Vượt Trội 400ml,4.0,0,0,,
422209699,Kem Dưỡng Caryophy Cấp Ẩm Và Dưỡng Sáng Da 50ml,5.0,1,0,thích,
422209704,Mặt Nạ Banobagi Dưỡng Sáng Cấp Nước (Xanh Dương Đậm) 30g,5.0,0,0,,
422209705,"Mặt Nạ Banobagi Dưỡng Sáng, Se Lỗ Chân Lông (Nâu) 30g",5.0,1,0,tốt,
422209718,"Combo Mặt Nạ Banobagi Dưỡng Sáng, Cấp Nước Cho Da 30gx10",4.0,5,1,tốt,không_tốt
422209719,"Combo Mặt Nạ Banobagi Dưỡng Sáng, Se Lỗ Chân Lông 30gx10",4.0,2,0,xuất_sắc,
422209720,"Combo Mặt Nạ Banobagi Dưỡng Sáng, Hỗ Trợ Nâng Cơ 30gx10",5.0,0,0,,
422209722,"Combo Mặt Nạ Banobagi Kháng Viêm, Giảm Mụn 30gx10",3.0,0,1,,tệ
422209724,Combo Mặt Nạ Banobagi Cấp Ẩm Da Căng Bóng 30gx10,5.0,0,0,,
422209795,Combo 2 Mặt Nạ Nghệ Hưng Yên Cocoon Dưỡng Da Mịn Màng 30ml,4.75,3,0,ổn,
422209841,"[Mini] Kem Dưỡng Obagi Retinol 1.0% Trẻ Hóa Da, Ngừa Mụn 5g",4.6,1,1,tốt,khó_chịu
422210047,"Toner Milaganics Hoa Cúc & AHA Ngừa Mụn, Giảm Dầu 500ml",5.0,6,1,tốt,không_thích
422210146,Kem Chống Nắng Cell Fusion C Nâng Tông Da 35ml,4.0,0,0,,
422210280,Dưỡng Môi Đa Năng Pure Paw Paw Từ Đu Đủ Hương Dâu 25g,4.5,4,0,tốt,
422210400,Kem Chống Nắng L'Oreal Paris X20 Thoáng Da Mỏng Nhẹ 50ml,4.125,3,2,tốt,tệ
422210445,Sữa Rửa Mặt Senka Dưỡng Sáng Mờ Thâm 100g,4.0,0,0,,
422210709,Gel Tẩy Tế Bào Chết Avène Dịu Nhẹ Cho Da Nhạy Cảm 75ml,5.0,1,0,hiệu_quả,
422210711,Sữa Chống Nắng Avène Quang Phổ Rộng Cho Da Dầu Mụn 50ml,5.0,0,0,,
422210784,Combo 8 Gel Rửa Mặt La Roche-Posay Cho Da Dầu Nhạy Cảm 50ml,4.357142857142857,7,3,tốt,không_hợp
422210948,Nước Dưỡng Eucerin Làm Sáng Và Cấp Ẩm Cho Da 100ml,5.0,1,0,hiệu_quả,
422210954,Dầu Tẩy Trang Kosé Softymo Làm Sạch Nhanh 230ml,5.0,2,0,tốt,
422210956,Dầu Tẩy Trang Kosé Softymo Làm Sạch Sâu Lỗ Chân Lông 230ml,5.0,2,0,thích,
422210957,Dầu Tẩy Trang Kosé Softymo Dưỡng Sáng Da 230ml,5.0,3,0,ổn,
422210980,Combo 3 Gel Rửa Mặt La Roche-Posay Cho Da Dầu Nhạy Cảm 50ml,4.857142857142857,12,3,tốt,chán
422211119,Tinh Chất Chống Nắng Eucerin Nâng Tông & Dưỡng Sáng Da 30ml,5.0,1,0,rất_hợp,
422211183,Nước Tẩy Trang Garnier Dành Cho Da Dầu Và Mụn 400ml (Mới),4.833333333333333,9,0,tốt,
422211195,Gel Rửa Mặt SVR Không Chứa Xà Phòng Cho Da Dầu Túi 400ml,4.333333333333333,4,0,thích,
422211200,Tinh Chất Cocoon Bí Đao N15 Giảm Bóng Nhờn Và Giảm Mụn 70ml,5.0,2,0,tốt,
422211231,"Sữa Chống Nắng Acnes Ngăn Ngừa Mụn Cho Da Mụn, Nhạy Cảm 50g",5.0,10,0,ổn,
422211240,Kem Dưỡng La Roche-Posay Giúp Phục Hồi Da Đa Công Dụng 40ml,5.0,0,0,,
422211241,Kem Dưỡng La Roche-Posay Giúp Phục Hồi Da Đa Công Dụng 100ml,4.666666666666667,5,0,tốt,
422211276,Kem Chống Nắng Naris Cosmetics Dạng Gel Dưỡng Sáng Da 90g,4.852941176470588,38,3,tốt,không_hợp
422211389,Gel Rửa Mặt Bioderma Dành Cho Da Dầu & Hỗn Hợp 500ml,5.0,2,0,thích,
422211446,"Combo 2 Nước Tẩy Trang L'Oreal Tươi Mát Cho Da Dầu, Hỗn Hợp 400ml",4.333333333333333,34,3,tốt,khó_chịu
422211447,Combo 2 Nước Tẩy Trang L'Oreal Căng Mịn Da 400ml,4.208333333333333,14,3,tốt,kém
422211489,"Combo 2 Nước Tẩy Trang Senka Ngừa Mụn, Kiểm Soát Nhờn 230ml",4.833333333333333,11,1,tốt,khó_chịu
422211490,Combo 2 Sữa Rửa Mặt Senka Tạo Bọt Chiết Xuất Tơ Tằm Trắng 120g,4.6,4,1,thích,khó_chịu
422211501,Sữa Rửa Mặt Eucerin Dịu Nhẹ Cho Da Nhạy Cảm 100ml (Mới),4.761904761904762,22,2,tốt,không_thích
422211548,Combo 2 Kem Dưỡng Olay Luminous Sáng Da Mờ Thâm Nám Ban Đêm 50g,5.0,3,0,nhanh,
422211549,Combo 2 Kem Dưỡng Olay Luminous Sáng Da Mờ Thâm Nám Ban Ngày 50g,4.714285714285714,2,0,tốt,
422211640,Bông Tẩy Trang Hotosu Cao Cấp 150 Miếng,4.166666666666667,4,1,ổn,chậm
422211840,Gel Rửa Mặt Garnier Vitamin C Sạch Sâu Dịu Nhẹ Sáng Da 120ml,5.0,1,0,ổn,
422211878,[Mini] Serum Skin1004 Rau Má Giảm Mụn & Phục Hồi Da 30ml,4.68,22,1,tốt,không_thích
422211997,"Combo 2 Kem Chống Nắng Caryophy Nâng Tone, Ngừa Mụn 50ml",4.222222222222222,10,3,ổn,tệ
422212097,Sữa Chống Nắng Senka Cho Da Nhạy Cảm 40ml,4.785714285714286,19,2,tốt,không_hợp
422212100,Kem Chống Nắng Skin1004 Cho Da Nhạy Cảm SPF 50+ 20ml,4.425,32,13,tốt,tệ
422212247,"Dung Dịch Hada Labo Dưỡng Sáng Da, Giảm Thâm Sạm 40ml",5.0,0,0,,
422212330,Combo Cocoon Kem Chống Nắng 50ml + Nước Tẩy Trang Bí Đao 500ml,4.25,3,0,tốt,
422212331,Combo 2 Bông Tẩy Trang Hotosu Cao Cấp 150 Miếng,4.5,5,3,tốt,không_đáng
422212333,Combo 5 Bông Tẩy Trang Hotosu Cao Cấp 150 Miếng,5.0,4,0,tốt,
422212360,Serum Chống Nắng Sunplay Ngừa Sạm Nám Dạng Tinh Chất 50g,5.0,5,0,tốt,
422212361,Serum Chống Nắng Sunplay Ngừa Sạm Nám Dạng Sữa 50g,5.0,5,2,tốt,tệ
422212870,[Mini] Gel Rửa Mặt Bioderma Tạo Bọt Cho Da Nhạy Cảm 45ml,5.0,5,0,tốt,
422212871,"Combo 10 Mặt Nạ Caryophy Giảm Mụn, Thâm & Dưỡng Ẩm Da 22g",5.0,3,0,ổn,
422212892,[Mini] Gel Rửa Mặt Bioderma Dành Cho Da Dầu & Hỗn Hợp 45ml,5.0,6,0,tốt,
422213308,"Combo 2 Tinh Chất Bí Đao Cocoon Làm Giảm Mụn, Mờ Thâm 70ml",4.666666666666667,1,2,tốt,không_hợp
422213312,Combo 2 Sữa Rửa Mặt Senka Dành Cho Da Mụn 100g,4.666666666666667,8,0,tốt,
422213992,Serum Garnier Tăng Cường Sáng Da Mờ Thâm Ban Đêm 30ml,3.6,4,2,tốt,chán
422214000,[Mini] Kem Chống Nắng La Roche-Posay Kiểm Soát Dầu SPF50+ 15ml (Mới),1.0,0,0,,
422214012,Kem Dưỡng d program Ngăn Ngừa Lão Hóa 45g,5.0,4,0,thích,
422214044,Combo 2 Kem Chống Nắng Cocoon Bí Đao Quang Phổ Rộng 50ml,5.0,5,1,tốt,hạn_chế
422214117,"Tẩy Da Chết Hóa Học Teana Dưỡng Da Căng Bóng, Giảm Mụn 30ml",5.0,1,0,tốt,
422214134,"Túi Refill Dung Dịch Hada Labo Dưỡng Ẩm Da Thường, Khô 170ml",5.0,2,0,tốt,
422214146,Combo 2 Sữa Rửa Mặt Simple Giúp Da Sạch Thoáng 150ml,4.258064516129032,16,5,thích,không_thích
422214147,"Combo 2 Gel Rửa Mặt Simple Thanh Khiết, Giảm Bóng Nhờn 150ml",4.857142857142857,14,0,ổn,
422214148,Combo 2 Nước Tẩy Trang Simple Làm Sạch Trang Điểm Vượt Trội 400ml,3.0,0,0,,
422214149,Combo 2 Sữa Rửa Mặt Simple Dưỡng Ẩm Cho Da Khỏe Và Mịn Màng 150ml,4.8,2,0,ổn,
422214321,Combo 2 Kem Chống Nắng L'Oreal Paris X20 Thoáng Da Mỏng Nhẹ 50ml,4.0,6,2,tốt,chán
422214339,Lotion Chấm Mụn Bye Bye Blemish Dành Cho Mụn Sưng Viêm 30ml,5.0,1,1,ổn,không_đáng
422214340,"Lotion Chấm Mụn Bye Bye Blemish Cho Mụn Trắng, Sưng Đỏ 30ml",5.0,7,0,tốt,
422214342,"Serum Bye Bye Blemish Phục Hồi Da, Se Khít Lỗ Chân Lông 30ml",4.666666666666667,7,0,tốt,
422214343,"Tinh Chất Peel Da Bye Bye Blemish Mờ Thâm, Mịn Da 30ml",5.0,1,0,ổn,
422214672,Sữa Chống Nắng La Roche-Posay Cho Da Dầu Mụn 50ml,3.8,3,2,thích,không_hợp
422215096,Serum Bioderma Dưỡng Ẩm Và Làm Dịu Dành Cho Da Nhạy Cảm 30ml,4.0,2,1,ổn,chậm
422215267,"Kem Dưỡng Skintific 5X Ceramide Cấp Ẩm, Phục Hồi Da 30g",4.0,2,0,tốt,
422215608,Kem Dưỡng Curél Cấp Ẩm Sáng Mịn 40g,5.0,2,0,tốt,
422215665,Sữa Chống Nắng Cocoon Chiết Xuất Bí Đao Quang Phổ Rộng 50ml,5.0,7,0,thích,
422215666,Sữa Chống Nắng Cocoon Chiết Xuất Bí Đao Quang Phổ Rộng 15ml,4.0,0,0,,
422215804,Combo 2 Sữa Chống Nắng Sunplay Skin Aqua Dưỡng Da Sáng Mịn 55g,4.625,18,1,tốt,kém
422215947,"Sữa Rửa Mặt Embryolisse Làm Sạch Sâu, Chống Oxy Hóa 200ml",4.0,1,0,ổn,
422216098,Xịt Khoáng Evoluderm Cấp Nước & Làm Dịu Da 50ml,4.4,3,0,tốt,
422216271,"Nước Tẩy Trang JMsolution Ceramide Cho Da Thường, Khô 500ml",4.75,5,0,ổn,
422216293,"Mặt Nạ Foodaholic Niacinamide Dưỡng Sáng, Căng Bóng Da 23ml",5.0,3,0,tuyệt_vời,
422216295,"Mặt Nạ Foodaholic Glutathione Dưỡng Sáng, Đều Màu Da 23ml",5.0,1,0,ổn,
422216352,Kem Dưỡng La Roche-Posay Giảm Mụn Hiệu Quả 40ml,5.0,4,1,ổn,chậm
422216354,Kem Dưỡng La Roche-Posay Giảm Mụn Hiệu Quả 7.5ml,4.8,6,2,hiệu_quả,không_hợp
422216416,Combo 2 Kem Chống Nắng La Roche-Posay Kiểm Soát Dầu SPF50+ 50ml,4.385964912280702,59,11,tốt,không_hợp
422216449,Combo Nước Tẩy Trang Simple Làm Sạch Trang Điểm 200ml+400ml,4.25,2,0,ổn,
422216487,Combo 2 Sữa Rửa Mặt Vichy Dạng Gel Làm Sạch Sâu Da Dầu Mụn 50ml,5.0,1,0,thích,
422216594,Combo 2 Nước Tẩy Trang Bioderma Dành Cho Da Dầu & Hỗn Hợp 500ml,4.333333333333333,10,2,thích,không_ổn
422216596,Combo 2 Serum Vichy Giải Cứu Làn Da Tức Thì 10ml,5.0,9,0,thích,
422216602,"Combo 2 Nước Tẩy Trang La Roche-Posay Cho Da Dầu, Nhạy Cảm 400ml",4.666666666666667,6,0,thích,
422216603,Combo 2 Nước Tẩy Trang La Roche-Posay Dành Cho Da Nhạy Cảm 400ml,4.857142857142857,3,0,tốt,
422216605,Kem Chống Nắng The Lab Nâng Tông Da SPF50+ PA++++ 40ml,5.0,2,0,thích,
422216896,Combo 2 Mặt Nạ innisfree Chăm Sóc Lỗ Chân Lông 100ml,5.0,2,0,thích,
422216990,"Serum Chống Nắng L'Oreal Phổ Rộng Mỏng Nhẹ, Bảo Vệ Da 30ml",3.857142857142857,7,0,tốt,
422217029,Bộ Gel Rửa Mặt SVR Không Chứa Xà Phòng Cho Da Dầu 200ml + 55ml,4.2,5,0,tốt,
422217292,Combo 2 Sữa Chống Nắng Sunplay Skin Aqua Dưỡng Da Sáng Mịn 25g,4.761904761904762,22,5,tốt,chậm
422217480,Toner Eucerin Dành Cho Da Nhờn Mụn 100ml,4.666666666666667,7,0,tốt,
422217967,"Kem Dưỡng Torriden Làm Dịu, Phục Hồi Da Bị Tổn Thương 80ml",5.0,2,0,tốt,
422217972,"Mặt Nạ Wonjin Cung Cấp Năng Lượng, Phục Hồi Chuyên Sâu 30g",5.0,3,0,tốt,
422217992,Mặt Nạ Wonjin Dưỡng Sáng Da 30g,5.0,1,0,tốt,
422218099,Hộp 10 Miếng Mặt Nạ Wonjin Phục Hồi Chuyên Sâu 30g/M,5.0,1,0,siêu_đỉnh,
422218100,Hộp 10 Miếng Mặt Nạ Wonjin Dưỡng Sáng Da 30g/M,3.3333333333333335,3,2,xuất_sắc,thất_vọng
422218101,"Hộp 10 Miếng Mặt Nạ Wonjin Nâng Cơ, Trẻ Hóa Da 30g/M",5.0,1,0,tốt,
422218203,Combo 10 Mặt Nạ Colorkey Dưỡng Ẩm Sáng Da Với Niacinamide 25ml,4.0,3,0,ổn,
422218283,Combo 2 Gel Rửa Mặt SVR Không Chứa Xà Phòng Cho Da Dầu 400ml/ Chai,5.0,3,0,thích,
422218365,Sữa Chống Nắng Anessa Dưỡng Da Kiềm Dầu 20ml (Mới),5.0,3,0,tốt,
422218629,Combo 2 Sữa Rửa Mặt Cetaphil Dịu Lành Cho Da Nhạy Cảm 500ml (Mới),3.6666666666666665,1,0,phù_hợp,
422218631,Combo 2 Sữa Rửa Mặt Cetaphil Dịu Lành Cho Da Nhạy Cảm 125ml (Mới),4.4,4,0,tốt,
422218746,Mặt Nạ Ngủ Môi Care:Nel Chiết Xuất Quả Lựu 23g,4.555555555555555,10,1,tốt,khó_chịu
422218829,Combo 10 Mặt Nạ BNBG Glutathione Dưỡng Sáng Da 30ml,5.0,4,0,tốt,
422218905,Mặt Nạ Sur.Medic+ Cung Cấp Multi Vitamin 30g,5.0,3,0,ghiền,
422219150,Kem Dưỡng Forencos Dầu Marula Dưỡng Sáng Da Ban Đêm 15g,5.0,0,0,,
422219286,"Combo 10 Mặt Nạ Wonjin Siêu Tinh Chất Nâng Cơ, Trẻ Hoá Da 27g",5.0,1,0,ổn,
422219308,Combo 2 Sữa Chống Nắng Sunplay Bảo Vệ Vượt Trội 70g,4.75,5,0,ổn,
422219315,Gel Rửa Mặt Bioderma Làm Sạch Sâu Và Giảm Mụn 200ml,5.0,1,0,tốt,
422219399,"Serum Acnes B5 Tăng Cường Dưỡng Ẩm, Làm Dịu Da 25ml",5.0,17,0,tốt,
422219400,Kem Dưỡng Acnes Giảm Mụn Chuyên Sâu 20g,4.8,13,1,hiệu_quả,khó_chịu
422219577,Combo 2 Sữa Chống Nắng Anessa Cho Da Nhạy Cảm & Trẻ Em 60ml (Mới),5.0,1,0,tốt,
422219813,Bộ Sản Phẩm La Roche-Posay Giúp Phục Hồi & Làm Dịu Da 2 Món,5.0,1,0,tuyệt_vời,
422220080,"Combo 10 Mặt Nạ Sinh Học Emmié Phục Hồi, Dịu Da 23g",4.6,2,0,ghiền,
422220466,Combo 2 Nước Tẩy Trang Neutrogena Thanh Lọc Và Làm Sạch Sâu 400ml,4.666666666666667,1,1,thích,không_thích
422220469,Combo 2 Kem Dưỡng Ẩm Neutrogena Cấp Nước Cho Da Dầu 50g,2.75,0,0,,
422220606,Combo 2 Nước Tẩy Trang Garnier Dành Cho Da Dầu Và Mụn 400ml (Mới),4.625,6,1,tốt,không_tốt
422221764,Serum La Roche-Posay Giảm Thâm Nám & Dưỡng Sáng Da 30ml,4.7,3,1,tốt,buồn
422221873,Combo 2 Sữa Chống Nắng Anessa Dưỡng Da Kiềm Dầu 60ml+20ml (Bản Mới 2024),3.8,4,1,tốt,thất_vọng
422221911,"Serum Acnes Lab C15 Dưỡng Sáng, Mờ Thâm, Ngừa Lão Hóa 15ml",4.571428571428571,10,1,hiệu_quả,chậm
422222135,Nước Cân Bằng Cocoon Sen Hậu Giang Làm Dịu Da Nhạy Cảm 310ml,5.0,2,0,tốt,
422222535,Thùng 30 Túi Bông Tẩy Trang Hotosu Cao Cấp 150 Miếng,4.833333333333333,4,1,ổn,khó_chịu
422222786,Combo 2 Sữa Chống Nắng Cocoon Bí Đao Quang Phổ Rộng 50ml,5.0,1,0,tốt,
